id,Radiation
0,648.9571428571428
1,975.9300000000001
2,1.227142857142857
3,10.392857142857142
4,1.2100000000000002
5,536.0085714285714
6,1.2842857142857145
7,1.2328571428571427
8,628.352857142857
9,129.70857142857142
10,116.95000000000002
11,1.1971428571428573
12,2.3328571428571427
13,1.272857142857143
14,94.69857142857143
15,1.2242857142857144
16,588.6557142857143
17,1.304285714285714
18,2.7328571428571427
19,4.182857142857143
20,757.7685714285716
21,2.748571428571428
22,772.9414285714286
23,363.4428571428572
24,103.20857142857143
25,1.6657142857142857
26,1.237142857142857
27,1.7185714285714284
28,2.6228571428571428
29,1.2085714285714284
30,1.24
31,328.0571428571429
32,1.2057142857142857
33,1.252857142857143
34,29.525714285714287
35,198.00000000000003
36,217.77428571428572
37,1.2242857142857144
38,494.2914285714286
39,1.25
40,10.73857142857143
41,1.2214285714285715
42,10.102857142857143
43,1.22
44,2.3099999999999996
45,293.6857142857143
46,211.70714285714286
47,26.958571428571425
48,756.3785714285714
49,1.3114285714285716
50,271.60571428571427
51,13.191428571428572
52,178.15857142857143
53,1.2228571428571429
54,1.2314285714285715
55,956.2942857142856
56,1.237142857142857
57,671.6757142857142
58,1.207142857142857
59,1.24
60,959.632857142857
61,1.2185714285714284
62,547.7671428571429
63,1.28
64,1.2314285714285713
65,1.2142857142857142
66,1.2285714285714284
67,129.88857142857142
68,1.2442857142857142
69,171.70714285714286
70,1.224285714285714
71,293.78285714285715
72,1.2185714285714284
73,884.1171428571428
74,121.09714285714283
75,1.22
76,4.507142857142857
77,295.11
78,146.72857142857143
79,36.65428571428571
80,40.14714285714285
81,185.21285714285713
82,1.2642857142857142
83,1.3514285714285712
84,1.2157142857142857
85,578.5614285714286
86,1.2028571428571428
87,1.2457142857142858
88,172.62000000000003
89,1.2099999999999997
90,974.7900000000001
91,1.2285714285714284
92,156.2757142857143
93,1.2342857142857144
94,1.22
95,594.1728571428572
96,1.2285714285714284
97,1.22
98,3.3214285714285716
99,3.517142857142857
100,1.2257142857142858
101,1.2185714285714284
102,1.4285714285714286
103,305.22285714285715
104,2.4514285714285715
105,200.33714285714288
106,1.227142857142857
107,1.23
108,1.2642857142857142
109,8.268571428571429
110,1051.9842857142855
111,1.1871428571428573
112,4.002857142857144
113,31.93
114,932.25
115,95.82857142857142
116,1.194285714285714
117,171.39857142857142
118,1.2342857142857144
119,285.0385714285714
120,15.527142857142858
121,1.227142857142857
122,620.0057142857142
123,807.0157142857142
124,841.0828571428572
125,1.2357142857142858
126,1.2285714285714284
127,1.2914285714285716
128,1.2285714285714289
129,883.2728571428571
130,1.2414285714285713
131,380.62857142857143
