id,Radiation
0,715.2601135995556
1,759.2510956300625
2,10.313563475745754
3,-20.01196115633287
4,-0.16499924451989118
5,514.7199663091575
6,-24.43909664216546
7,20.223946003288102
8,651.7135638344629
9,113.26591079728975
10,184.38403919629351
11,-7.902965484595193
12,8.250130362260018
13,17.27077668247316
14,134.15503281023396
15,28.64222965702065
16,683.8780984029661
17,1.677983575524386
18,8.70064338869861
19,70.97758269902558
20,638.3264482623662
21,8.917726838289989
22,481.75354963173646
23,318.67959297013283
24,270.1613382557454
25,-30.24653519844578
26,11.058735615131102
27,-15.644060475744828
28,17.044544732637615
29,18.923464382624175
30,15.38206847024817
31,422.956450603291
32,-5.268201896917119
33,11.514541461375348
34,51.1194759095332
35,87.24135860260581
36,406.6263073096791
37,-9.18577449554853
38,332.2402270575387
39,7.796865169706978
40,25.89790146931037
41,0.4523347573174465
42,183.84084264733372
43,24.175464304787283
44,5.248784170581402
45,255.92472290227852
46,216.20160628428675
47,79.8138439811461
48,792.5206284172053
49,41.66481959920449
50,143.55166780518027
51,37.99133447529801
52,188.51335727477922
53,-8.269028623523129
54,10.188987350130235
55,923.1377156026093
56,-32.43727036695559
57,656.1387039070723
58,-10.774659687921535
59,1.282517132468464
60,908.6654591066709
61,-7.1325571997540615
62,479.09746486797854
63,2.8045299220378292
64,-5.350426428549428
65,-7.353255935979676
66,-1.4538486526651515
67,129.21771197746224
68,32.785623376417114
69,147.3187311321602
70,34.72274008999306
71,194.03062930502418
72,-4.012692254893042
73,876.6599232362396
74,236.47429641806195
75,1.1332304534157553
76,22.79961508672506
77,394.13134668116896
78,260.35325997553
79,38.62553567544981
80,201.4514350887154
81,162.85150887185864
82,-57.32630814395382
83,-7.434096006834902
84,-11.245650229485504
85,522.352165448896
86,5.6725219621615
87,-1.7660901509354445
88,316.54763060884613
89,-3.5070884233452086
90,969.8450746972181
91,-10.719805311840885
92,161.22583899339986
93,18.733892490016267
94,2.931503603572575
95,477.53444212629995
96,0.3495363172266823
97,82.29814773749816
98,-3.2911211592530827
99,14.003106052088318
100,-12.116609392915732
101,-2.8470359616098357
102,9.00414148603567
103,245.70343246764958
104,2.8643499044186087
105,366.7703406050663
106,-12.137123950053928
107,-4.634558864845212
108,18.111552647056218
109,12.924635313690134
110,896.5290886484894
111,-4.479352991766477
112,-12.83200172323858
113,101.75310819407521
114,905.8860327690037
115,58.469708134601156
116,9.58447456553174
117,125.86393037137603
118,23.441929812202947
119,326.0139980894276
120,-3.0066348060853296
121,15.959595756713226
122,732.8680884639037
123,673.0949289474464
124,874.673404898435
125,53.56216299945356
126,5.98102456122289
127,14.550260652899748
128,1.6426506103110579
129,669.5937349650783
130,27.555021817438995
131,385.45656170537615
132,128.93416277038932
133,5.416667547878244
134,943.019063967065
135,681.4109478306567
136,-34.13949362002669
137,1.869318332762173
138,5.071893724938249
139,13.964974469063442
140,-4.47554321259141
141,719.5099061996052
142,-5.337160479739226
143,596.079956939144
144,569.6558046464835
145,-4.220216170537457
146,0.007620623135757024
147,151.1489133159584
148,7.391359213274344
149,36.06698426398669
150,487.52362533482267
151,-1.2984572628518118
152,459.74842804550065
153,110.99100906547527
154,227.54807116885218
155,-0.5737015437625573
156,550.9294447689725
157,-33.17118715823207
158,818.9389684404025
159,939.1214451560488
160,631.1794088918324
161,499.4360306928486
162,-2.8539967422953976
163,-6.867983259169973
164,306.6339124920184
165,267.929746226891
166,155.3536131999099
167,11.277156793246057
168,369.56656010858234
169,90.43132319937659
170,411.5738049003659
171,53.549809952214034
172,597.0136212624247
173,0.03592961423600821
174,303.20986177536685
175,4.608056018700992
176,-1.415877598968884
177,229.8223942891266
178,25.96505893489035
179,284.29032002202587
180,-9.43498734983426
181,16.021391915782065
182,-5.300769878286928
183,273.676811174527
184,0.9601627751666606
185,3.0814091023722887
186,8.392945710301815
187,645.1462154491209
188,21.946103783163142
189,52.96091981361706
190,6.110021579848934
191,863.2122332458001
192,1.445296560010624
193,-29.96664278860077
194,199.80709070728284
195,34.72274008999306
196,331.38508626603016
197,-0.15703589100666626
198,809.5683568055197
199,240.35955127482427
200,542.3091938157335
201,13.283842944854984
202,0.03188694643774148
203,9.42103996553492
204,920.1968705099085
205,640.6372036252018
206,194.47796880621755
207,-10.350779705997168
208,872.4828492068935
209,299.8333876384659
210,702.9710680164193
211,395.28196615711454
212,6.83658304693723
213,5.16279796275917
214,385.8611170661905
215,45.27543302632185
216,90.51613466931441
217,455.2378485490048
218,584.7793192300022
219,1.454953431687383
220,370.22209990226696
221,6.095239685518259
222,4.858071788888301
223,717.3483460759138
224,-8.39472032713068
225,8.858699128939067
226,194.2376809775199
227,0.21577615434654307
228,-1.6834220958532804
229,17.542514293788756
230,-7.353255935979676
231,27.098817496028843
232,872.0291770075545
233,4.608056018700992
234,-17.76505672247934
235,894.1554454257788
236,121.24666791565481
237,-1.315667781476109
238,23.541850699152864
239,7.038248061367543
240,9.270704747526594
241,16.130865967996318
242,16.74473430488001
243,48.99343828975716
244,533.5026428010085
245,160.90634447612072
246,8.448057722866915
247,32.72094518221584
248,-4.546175507043605
249,713.9771268746489
250,215.23702548628432
251,22.14215230531421
252,4.284430641922553
253,455.6703681746591
254,-24.17818511065958
255,397.153487089537
256,-5.337160479739226
257,389.5055597454777
258,-35.497355282414425
259,-4.479352991766477
260,15.27304230582869
261,133.0496755066087
262,640.5451922358399
263,208.59361645725215
264,0.3905778900631994
265,43.44424499355291
266,809.5038192239916
267,852.9579114139226
268,11.96159441881341
269,5.461078412267856
270,18.648042710682407
271,391.1901905915047
272,1.3991057378681941
273,9.843832696979733
274,-11.570994834969467
275,6.1613925171033745
276,621.3165007440309
277,7.897813064267889
278,43.02235811378358
279,4.485609835876981
280,2.8366280116453493
281,6.005217789743682
282,798.6586313412643
283,144.33844845567327
284,420.5019471853059
285,-19.870866985652366
286,131.47131117546593
287,205.370048011976
288,179.50189529601153
289,411.7067488654711
290,-4.880295454371905
291,116.2379343850159
292,11.104566206929581
293,-3.736382579165341
294,-31.868244747615066
295,-24.11769396858992
296,-8.873050806961588
297,17.19701856422838
298,-1.4868670716320238
299,3.4495779893617313
300,-7.639091653945005
301,70.97758269902558
302,8.658915962614163
303,-3.5070884233452086
304,17.332967674065635
305,4.122105476759343
306,0.12006587426993455
307,-3.218473642056559
308,0.3242590743590454
309,841.7727251902184
310,829.6078516712412
311,252.13692104066078
312,8.507500807590839
313,8.70064338869861
314,-3.0327554101967844
